1,SRA Run Accession,Isolate ID,Sample ID,Genus,sensu,Species,sigB AT,Number of  contigs,Genome size (bp),GC (%),N50,Average coverage,Bioproject,WGS Acession,Phylogroup,State,fosX,lin,mprF,norB,sul,lmo0209,mogR,lmo0675,fliP,fliQ,fliR,flhB,flhA,flhF,flgG,motA,motB,lmo0688,flaA,fliN_lmo0693,lmo0696,flgE,fliN_lmo0698,fliM,fliY,flgK,flgL,fliD,lmo0708,flgB,flgC,fliE,fliF,fliG,fliH,fliI,comK,comEC,comG,comGF,comGD,comGA,cinA,comEB,comEA,coiA,comFC,comFA
513,SRR11344074,L7-1646,IA-CS-5,Listeria,strictu,L. welshimeri,16,13,2750814,36.22,518135,82.2577,PRJNA561882,JAARPX000000000,L8,IA,0,1,1,-1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1,1,1,1,0,0
514,SRR11344073,L7-1648,IA-CS-5,Listeria,strictu,L. welshimeri,134,13,2802389,36.1,442858,102.859,PRJNA561882,JAARPW000000000,L8,IA,1,1,1,-1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1,1,1,1,0,0
515,SRR11344072,L7-1651,TX-SH-1,Listeria,strictu,L. innocua,283,63,2880467,37.22,532112,137.381,PRJNA561882,JAARPV000000000,L6,TX,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,1,1,1,1,1,1
516,SRR11344071,L7-1657,TX-SH-2,Listeria,strictu,L. welshimeri,284,12,2750705,36.2,1449415,163.939,PRJNA561882,JAARPU000000000,L8,TX,1,1,1,-1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1,1,0,1,0,0
517,SRR11344070,L7-1658,TX-SH-2,Listeria,lato,L. booriae,S5054,26,3488258,41.78,354904,119.432,PRJNA561882,JAARPT000000000,L12,TX,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,-1,-1,-1,-1,0,0,-1,-1,-1,0
518,SRR11344069,L7-1659,TX-SH-2,Listeria,strictu,L. welshimeri,178,176,3007429,36.27,195519,58.5636,PRJNA561882,JAARPS000000000,L8,TX,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0,0,0,1,1,0,1,0,0
519,SRR11344068,L7-1661,TX-SH-2,Listeria,strictu,L. innocua,285,11,2890585,37.17,1531543,68.7054,PRJNA561882,JAARPR000000000,L6,TX,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,1,1,1,1,1,1
520,SRR11344066,L7-1663,TX-SH-3,Listeria,strictu,L. innocua,286,125,2998422,37.2,549990,137.759,PRJNA561882,JAARPQ000000000,L6,TX,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1
521,SRR11344033,L7-1665,TX-SH-3,Listeria,strictu,L. innocua,287,63,3084246,37.04,474155,116.501,PRJNA561882,JAARPP000000000,L6,TX,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1
522,SRR11344032,L7-1669,TX-SH-4,Listeria,strictu,L. innocua,287,57,3150841,37.1,456300,120.666,PRJNA561882,JAARPO000000000,L6,TX,1,1,0,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1
523,SRR11344031,L7-1670,TX-SH-4,Listeria,strictu,L. innocua,150,22,2842490,37.29,475881,57.4441,PRJNA561882,JAARPN000000000,L6,TX,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,1,1,1,1,1,1
524,SRR11344030,L7-1675,TX-SH-5,Listeria,strictu,L. innocua,22,64,2875573,37.26,1475107,112.319,PRJNA561882,JAARPM000000000,L6,TX,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,1,1,1,1,1,1
525,SRR11344029,L7-1681,FL-WP-3,Listeria,lato,L. booriae,S5069,31,3430305,41.78,281018,42.6512,PRJNA561882,JAARPL000000000,L12,FL,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,-1,-1,-1,-1,0,0,-1,-1,-1,0
526,SRR11344028,L7-1687,KS-MS-2,Listeria,strictu,L. welshimeri,27,18,2745126,36.23,501514,59.0738,PRJNA561882,JAARPK000000000,L8,KS,1,1,1,-1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1,1,1,1,0,0
527,SRR11344027,L7-1693,FL-BS-3,Listeria,strictu,L. farberi,181,16,2863364,36.84,1512479,94.7451,PRJNA561882,JAARPJ000000000,L7,FL,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,1,1,1,1,1,1
528,SRR11344026,L7-1698,FL-BS-3,Listeria,lato,L. booriae,S5070,59,3481064,41.77,577823,55.4233,PRJNA561882,JAARPI000000000,L12,FL,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,-1,-1,-1,-1,0,0,-1,-1,-1,0
529,SRR11344025,L7-1699,FL-BS-5,Listeria,strictu,L. farberi,181,86,2991801,36.82,526446,154.935,PRJNA561882,JAARPH000000000,L7,FL,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,1,1,1,1,1,1
530,SRR11344023,L7-1705,TX-MN-2,Listeria,strictu,L. welshimeri,291,11,2720499,36.24,1428461,243.39,PRJNA561882,JAARPG000000000,L8,TX,1,1,1,-1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1,1,1,1,0,0
531,SRR11344022,L7-1706,TX-MN-2,Listeria,strictu,L. welshimeri,292,14,2752040,36.27,499267,168.376,PRJNA561882,JAARPF000000000,L8,TX,1,1,1,-1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1,1,0,1,0,0
532,SRR11344021,L7-1707,TX-MN-2,Listeria,strictu,L. welshimeri,293,78,2815033,36.44,261197,98.3548,PRJNA561882,JAASTR000000000,L8,TX,1,1,1,-1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1,1,0,1,0,0
533,SRR11344020,L7-1710,TX-MN-2,Listeria,strictu,L. welshimeri,294,86,2836858,36.19,518327,219.144,PRJNA561882,JAATNX000000000,L8,TX,1,1,1,-1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1,1,0,1,0,0
534,SRR11344019,L7-1711,TX-MN-4,Listeria,strictu,L. welshimeri,178,22,2787836,36.26,308656,187.338,PRJNA561882,JAARPE000000000,L8,TX,0,1,1,-1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1,1,0,1,0,0
535,SRR11344018,L7-1717,TX-MN-5,Listeria,strictu,L. welshimeri,178,29,2850555,36.16,411220,155.252,PRJNA561882,JAARPD000000000,L8,TX,0,1,1,-1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1,1,0,1,0,0
536,SRR11344017,L7-1718,TX-MN-5,Listeria,strictu,L. welshimeri,284,142,2853175,36.11,384684,126.292,PRJNA561882,JAARPC000000000,L8,TX,1,1,1,-1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1,1,1,1,0,0
537,SRR9620923,L7-1723,LA-TH-1,Listeria,strictu,L. monocytogenes,295,16,2998122,37.88,356178,95.6891,PRJNA514286,AAHZIU000000000,L1,LA,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
538,SRR9620947,L7-1725,LA-TH-1,Listeria,strictu,L. monocytogenes,80,14,2895487,37.99,356380,113.7,PRJNA514286,AAHZJC000000000,L1,LA,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
539,SRR11344016,L7-1726,LA-TH-1,Listeria,strictu,L. innocua,22,57,3210841,37.06,377434,157.4,PRJNA561882,JAARPB000000000,L6,LA,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,1,1,1,1,1,1
540,SRR9620944,L7-1731,LA-TH-2,Listeria,strictu,L. monocytogenes,80,27,3015723,38.0,249471,119.245,PRJNA514286,AAHZJW000000000,L1,LA,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
541,SRR9620943,L7-1734,LA-TH-2,Listeria,strictu,L. monocytogenes,220,22,2896845,37.95,196041,127.153,PRJNA514286,AAHZJV000000000,L1,LA,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
542,SRR9620891,L7-1735,LA-TH-2,Listeria,strictu,L. monocytogenes,296,16,2876766,37.99,507017,122.78,PRJNA514286,AAHZIJ000000000,L1,LA,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
543,SRR9620882,L7-1737,LA-TH-4,Listeria,strictu,L. monocytogenes,80,32,3082536,37.8,192676,123.538,PRJNA514286,AAHZIG000000000,L1,LA,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
544,SRR11344015,L7-1743,LA-TH-5,Listeria,strictu,L. innocua,150,40,3151537,37.06,354383,211.85,PRJNA561882,JAASTQ000000000,L6,LA,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,1,1,1,1,1,1
545,SRR9620956,L7-1749,LA-HN-2,Listeria,strictu,L. monocytogenes,80,18,2885567,37.98,348300,106.614,PRJNA514286,AAHZIZ000000000,L1,MS,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
546,SRR9620961,L7-1750,LA-HN-2,Listeria,strictu,L. monocytogenes,297,18,2907957,38.01,431326,111.386,PRJNA514286,AAHZIT000000000,L1,MS,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
547,SRR9620955,L7-1751,LA-HN-2,Listeria,strictu,L. monocytogenes,220,33,3011165,37.86,211371,120.88,PRJNA514286,AAHZHW000000000,L1,MS,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
548,SRR9620934,L7-1752,LA-HN-2,Listeria,strictu,L. monocytogenes,298,14,2899724,37.97,510483,113.793,PRJNA514286,AAHZIR000000000,L1,MS,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
549,SRR9620951,L7-1755,LA-HN-4,Listeria,strictu,L. monocytogenes,299,17,2876198,37.97,444111,124.294,PRJNA514286,AAHZIE000000000,L1,MS,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1
550,SRR9620963,L7-1758,LA-HN-4,Listeria,strictu,L. monocytogenes,80,12,2835996,38.08,550730,112.632,PRJNA514286,AAHZIL000000000,L1,MS,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
551,SRR11344014,L7-1761,LA-HN-5,Listeria,lato,L. booriae,S5071,17,3608183,41.77,619121,96.061,PRJNA561882,JAASTP000000000,L12,MS,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,-1,-1,-1,-1,0,0,-1,-1,0,0
552,SRR9620932,L7-1765,LA-HN-5,Listeria,strictu,L. monocytogenes,80,33,2931335,37.93,224847,93.9826,PRJNA514286,AAHZIY000000000,L1,MS,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
553,SRR11344012,L7-1769,MN-SD-5,Listeria,lato,L. booriae,S5040,16,3217199,41.95,340612,61.2318,PRJNA561882,JAARPA000000000,L12,MN,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,-1,-1,-1,-1,0,0,-1,-1,-1,0
554,SRR11344011,L7-1773,MN-SD-5,Listeria,lato,L. booriae,S5017,33,3335036,41.97,191940,112.08,PRJNA561882,JAAROZ000000000,L12,MN,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,-1,-1,-1,-1,0,0,-1,-1,-1,0
555,SRR9620939,L7-1775,MN-RR-2,Listeria,strictu,L. monocytogenes,61,32,2997736,37.79,238777,122.265,PRJNA514286,AAHZJA000000000,L3,MN,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
556,SRR9620922,L7-1783,MN-RR-3,Listeria,strictu,L. monocytogenes,58,24,2945951,37.82,236642,99.2348,PRJNA514286,AAHZIP000000000,L3,MN,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
557,SRR11344010,L7-1785,MN-RR-3,Listeria,strictu,L. welshimeri,126,13,2750088,36.27,1417475,116.844,PRJNA561882,JAAROY000000000,L8,MN,1,1,1,-1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1,1,1,1,0,0
558,SRR11344009,L7-1787,MN-RR-3,Listeria,strictu,L. welshimeri,27,27,2792479,36.25,650003,115.056,PRJNA561882,JAAROX000000000,L8,MN,1,1,1,-1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1,1,0,1,0,0
559,SRR9620935,L7-1800,LA-JW-1,Listeria,strictu,L. monocytogenes,80,11,2852112,38.05,1475293,99.1614,PRJNA514286,AAHZHZ000000000,L1,LA,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
560,SRR9620895,L7-1802,LA-JW-1,Listeria,strictu,L. monocytogenes,58,42,3125592,37.69,175404,128.885,PRJNA514286,AAHZIN000000000,L3,LA,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
561,SRR9620933,L7-1808,LA-LO-1,Listeria,strictu,L. monocytogenes,193,29,3071167,37.8,353176,139.358,PRJNA514286,AAHZHY000000000,L1,LA,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
562,SRR11344008,L7-1810,LA-LO-1,Listeria,strictu,L. welshimeri,27,25,2785678,36.2,228080,102.213,PRJNA561882,JAAROW000000000,L8,LA,1,1,1,-1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1,1,0,1,0,0
563,SRR11344007,L7-1816,LA-LO-2,Listeria,lato,L. booriae,S5072,20,3663069,41.69,787319,80.9966,PRJNA561882,JAAROV000000000,L12,LA,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,-1,-1,-1,-1,0,0,-1,-1,-1,0
564,SRR11344006,L7-1818,LA-LO-3,Listeria,strictu,L. welshimeri,16,55,2943153,36.06,378965,159.568,PRJNA561882,JAAROU000000000,L8,LA,1,1,1,-1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1,1,1,1,0,0
565,SRR11344005,L7-1824,LA-AN-1,Listeria,lato,L. booriae,S5073,26,3523826,41.89,399674,146.155,PRJNA561882,JAAROT000000000,L12,LA,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,-1,-1,-1,-1,0,0,-1,-1,-1,0
566,SRR11344004,L7-1825,LA-AN-1,Listeria,lato,L. booriae,S5074,21,3537819,42.0,488699,41.0418,PRJNA561882,JAAROS000000000,L12,LA,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,-1,-1,-1,-1,0,0,-1,-1,-1,0
567,SRR11344003,L7-1826,LA-AN-1,Listeria,lato,L. booriae,S5075,39,3455232,42.07,289439,62.9528,PRJNA561882,JAAROR000000000,L12,LA,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,-1,-1,-1,-1,0,0,-1,-1,-1,0
568,SRR11343873,L7-1827,LA-AN-1,Listeria,lato,L. booriae,S5076,32,3510386,41.86,468182,71.2153,PRJNA561882,JAAROQ000000000,L12,LA,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,-1,-1,-1,0,0,0,-1,-1,-1,0
569,SRR11343872,L7-1829,LA-AN-1,Listeria,strictu,L. welshimeri,47,50,3169563,36.26,127987,77.5128,PRJNA561882,JAAROP000000000,L8,LA,1,1,1,-1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1,1,0,1,0,0
570,SRR11343871,L7-1830,LA-AN-2,Listeria,lato,L. booriae,S5076,23,3543781,41.83,752528,67.4215,PRJNA561882,JAAROO000000000,L12,LA,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,-1,-1,-1,0,0,0,-1,-1,-1,0
571,SRR11343870,L7-1831,LA-AN-2,Listeria,lato,L. booriae,S5077,24,3499885,41.86,394430,89.8945,PRJNA561882,JAARON000000000,L12,LA,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,-1,-1,-1,-1,0,0,-1,-1,-1,0
572,SRR11343869,L7-1832,LA-AN-2,Listeria,strictu,L. welshimeri,300,70,2818001,36.19,88285,157.378,PRJNA561882,JAAROM000000000,L8,LA,0,1,1,-1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1,1,0,1,0,0
573,SRR11343868,L7-1833,LA-AN-2,Listeria,lato,L. booriae,S5072,56,3525906,41.96,463685,50.0286,PRJNA561882,JAAROL000000000,L12,LA,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,-1,-1,-1,-1,0,0,-1,-1,-1,0
574,SRR11343867,L7-1834,LA-AN-2,Listeria,lato,L. booriae,S5078,55,3614021,41.67,297891,60.5619,PRJNA561882,JAAROK000000000,L12,LA,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,-1,-1,-1,-1,0,0,-1,-1,-1,0
575,SRR11343866,L7-1835,LA-AN-2,Listeria,strictu,L. welshimeri,301,30,2825870,36.14,217648,129.943,PRJNA561882,JAAROJ000000000,L8,LA,1,1,1,-1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1,1,0,1,0,0
576,SRR11343865,L7-1836,LA-AN-3,Listeria,lato,L. booriae,S5072,28,3538406,41.91,314499,83.1253,PRJNA561882,JAAROI000000000,L12,LA,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,-1,-1,-1,-1,0,0,-1,-1,-1,0
577,SRR11343864,L7-1837,LA-AN-3,Listeria,strictu,L. welshimeri,301,49,2795450,36.22,92465,109.182,PRJNA561882,JAARND000000000,L8,LA,1,1,1,-1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1,1,1,1,0,0
578,SRR11343861,L7-1838,LA-AN-3,Listeria,strictu,L. welshimeri,292,26,2798527,36.17,297197,70.1041,PRJNA561882,JAARNC000000000,L8,LA,1,1,1,-1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1,1,1,1,0,0
579,SRR11343860,L7-1842,LA-AN-4,Listeria,lato,L. booriae,S5072,23,3505751,41.99,480284,47.5628,PRJNA561882,JAARNB000000000,L12,LA,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,-1,-1,-1,-1,0,0,-1,-1,-1,0
580,SRR11343859,L7-1843,LA-AN-4,Listeria,lato,L. booriae,S5079,10,3530500,41.9,1243404,110.254,PRJNA561882,JAARNA000000000,L12,LA,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,-1,-1,-1,-1,0,0,-1,-1,-1,0
581,SRR11343858,L7-1844,LA-AN-4,Listeria,lato,L. booriae,S5080,43,3535884,41.64,243645,96.0428,PRJNA561882,JAARMZ000000000,L12,LA,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,-1,-1,-1,0,0,0,-1,-1,-1,0
582,SRR11343857,L7-1845,LA-AN-4,Listeria,strictu,L. welshimeri,301,35,2824488,36.14,177282,122.502,PRJNA561882,JAARMY000000000,L8,LA,1,1,1,-1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1,1,0,1,0,0
583,SRR11343856,L7-1846,LA-AN-4,Listeria,strictu,L. welshimeri,47,37,2830911,36.21,257121,110.22,PRJNA561882,JAARMX000000000,L8,LA,1,1,1,-1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1,1,0,1,0,0
584,SRR11343855,L7-1848,LA-AN-5,Listeria,lato,L. booriae,S5081,19,3305471,42.02,472570,85.4942,PRJNA561882,JAARMW000000000,L12,LA,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,-1,-1,-1,-1,0,0,-1,-1,-1,0
